"ID_A"|"sci_name_1"|"ID_R"|"sci_name_2"|"CO_PROJET"|"STATUT"|"field_synonym_status"|"NOTES"
9756|"Euclea pseudebenus E. Mey."|9660|"Diospyros pseudebenus (E. Mey.) Parm."|"FSA"|"#"|116072|
9756|"Euclea pseudebenus E. Mey."|9785|"Euclea angustifolia Benth."|"FSA"|"="|116074|
9759|"Euclea schimperi (A. DC.) Dandy"|9711|"Royena macrophylla E. Mey. ex A. DC."|"FSA"|"="|116074|
9759|"Euclea schimperi (A. DC.) Dandy"|9767|"Euclea bilocularis Hiern"|"FSA"|"="|116074|
9759|"Euclea schimperi (A. DC.) Dandy"|9782|"Euclea urijiensis Hiern"|"FSA"|"="|116074|
9759|"Euclea schimperi (A. DC.) Dandy"|9787|"Euclea kellau Hochst."|"FSA"|"="|116074|
9759|"Euclea schimperi (A. DC.) Dandy"|9795|"Euclea racemosa subsp. schimperi (A. DC.) F. White"|"FSA"|"#"|116072|
9759|"Euclea schimperi (A. DC.) Dandy"|9846|"Kellaua schimperi A. DC."|"FSA"|"#"|116072|
9763|"Euclea undulata Thunb."|9748|"Euclea myrtina Burch."|"FSA"|"="|116074|
9763|"Euclea undulata Thunb."|9762|"Euclea undulata var. myrtina (Burch.) Hiern"|"FSA"|"="|116074|
9791|"Euclea daphnoides Hiern"|9758|"Euclea schimperi var. daphnoides (Hiern) De Winter"|"FSA"|"#"|116072|
9794|"Euclea racemosa subsp. macrophylla (E. Mey. ex A. DC.) F. White"|9792|"Euclea macrophylla E. Mey. ex A. DC."|"FSA"|"#"|116072|
9795|"Euclea racemosa subsp. schimperi (A. DC.) F. White"|33075|"Maba mildbraedii Gürke"|"FSA"|"="|116074|"Fl. Rw-Bur White - fide Fl. Rw-Bur White  syn ""?"""
9798|"Euclea racemosa subsp. zuluensis F. White"|9758|"Euclea schimperi var. daphnoides (Hiern) De Winter"|"FSA"|"="|116074|"quoad relat. Natal et Transvaal tantum"
9848|"Enicostema axillare (Lam.) A. Raynal subsp. axillare"|9847|"Enicostema hyssopifolium (Willd.) I. Verd."|"FSA"|"="|116074|
9848|"Enicostema axillare (Lam.) A. Raynal subsp. axillare"|9992|"Exacum hyssopifolium Willd."|"FSA"|"="|116074|
9848|"Enicostema axillare (Lam.) A. Raynal subsp. axillare"|32025|"Hippion hyssopifolium (Willd.) Spreng."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 238"
9848|"Enicostema axillare (Lam.) A. Raynal subsp. axillare"|32027|"Enicostema littorale Blume"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 238"
9855|"Exochaenium debile Welw."|9999|"Belmontia debilis (Welw.) Schinz"|"FSA"|"#"|116072|
9855|"Exochaenium debile Welw."|10069|"Sebaea debilis (Welw.) Schinz"|"FSA"|"#"|116072|
9855|"Exochaenium debile Welw."|32043|"Parasia debilis (Welw.) Hiern"|"FSA"|"#"|116072|
9856|"Exochaenium grande (E. Mey.) Griseb."|10001|"Belmontia grandis E. Mey."|"FSA"|"#"|116072|
9856|"Exochaenium grande (E. Mey.) Griseb."|10081|"Sebaea grandis (E. Mey.) Steud."|"FSA"|"#"|116072|
9856|"Exochaenium grande (E. Mey.) Griseb."|31824|"Belmontia natalensis Schinz"|"FSA"|"?"|116073|
9856|"Exochaenium grande (E. Mey.) Griseb."|31825|"Sebaea natalensis (Schinz) Schinz"|"FSA"|"="|116074|"(1906), non Schinz (1895) - fide Fl. Cap. IV(1), 1090;1094 & Fl. Zambes. 7(4), 20"
9872|"Swertia welwitschii Engl."|31794|"Adenopogon stellarioides Welw."|"FSA"|"="|116074|"- fide Fl. Zambes. 7(4), 28"
9946|"Chironia arenaria E. Mey."|9947|"Chironia arenaria var. mediocris (Schoch) Prain"|"FSA"|"="|116074|
9946|"Chironia arenaria E. Mey."|31988|"Chironia mediocris Schoch"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 220"
9949|"Chironia decumbens Levyns"|9961|"Chironia maritima Eckl."|"FSA"|"="|116074|
9954|"Chironia jasminoides L."|31958|"Chironia cymosa Burm. f."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 236 (uncertain synonymy!)"
9954|"Chironia jasminoides L."|31989|"Chironia nudicaulis L. f."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 224"
9956|"Chironia laxa Gilg"|32006|"Chironia schlechteri Schoch"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 235"
9957|"Chironia linoides subsp. emarginata (Jaroscz) I. Verd."|9950|"Chironia emarginata Jaroscz"|"FSA"|"#"|116072|
9958|"Chironia linoides L. subsp. linoides"|31962|"Chironia ecklonii Schoch"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 217"
9958|"Chironia linoides L. subsp. linoides"|31963|"Chironia zeyheri Prain"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 217"
9958|"Chironia linoides L. subsp. linoides"|31964|"Chironia ixifera Hort. ex Garden"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 217"
9958|"Chironia linoides L. subsp. linoides"|31966|"Chironia lychnoides Berg"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 217"
9959|"Chironia linoides subsp. macrocalyx (Prain) I. Verd."|9952|"Chironia gracilis var. macrocalyx Prain"|"FSA"|"#"|116072|
9960|"Chironia linoides subsp. nana I. Verd."|9951|"Chironia gracilis Salisb. ex Prain"|"FSA"|"="|116074|
9962|"Chironia melampyrifolia Lam."|31997|"Chironia perfoliata Eckl."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 225"
9962|"Chironia melampyrifolia Lam."|31998|"Chironia speciosa E. Mey."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 225"
9963|"Chironia palustris Burch. subsp. palustris"|32010|"Plocandra albens E. Mey."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 229"
9963|"Chironia palustris Burch. subsp. palustris"|32011|"Plocandra palustris (Burch.) Griseb."|"FSA"|"#"|116072|"- fide Fl. S. Africa 26: 229"
9964|"Chironia palustris subsp. rosacea (Gilg) I. Verd."|9970|"Chironia rosacea Gilg"|"FSA"|"#"|116072|
9964|"Chironia palustris subsp. rosacea (Gilg) I. Verd."|31987|"Chironia maxima Schoch"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 230"
9965|"Chironia palustris subsp. transvaalensis (Gilg) I. Verd."|9974|"Chironia transvaalensis Gilg"|"FSA"|"#"|116072|
9966|"Chironia peduncularis Lindl."|31982|"Chironia latifolia E. Mey."|"FSA"|"="|116074|"non Donn. - fide Fl. S. Africa 26: 227"
9966|"Chironia peduncularis Lindl."|31985|"Chironia barclayana Hort. Berol ex Griseb."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 227"
9968|"Chironia purpurascens subsp. humilis (Gilg) I. Verd."|9953|"Chironia humilis Gilg"|"FSA"|"#"|116072|
9969|"Chironia purpurascens (E. Mey.) Benth. & Hook. f. subsp. purpurascens"|31961|"Chironia bachmannii Gilg"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 231"
9969|"Chironia purpurascens (E. Mey.) Benth. & Hook. f. subsp. purpurascens"|32007|"Chironia tysonii Gilg"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 231"
9969|"Chironia purpurascens (E. Mey.) Benth. & Hook. f. subsp. purpurascens"|32008|"Plocandra purpurascens E. Mey."|"FSA"|"#"|116072|"- fide Fl. S. Africa 26: 231"
9971|"Chironia serpyllifolia Lehm."|31992|"Chironia parvifolia E. Mey."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 234"
9971|"Chironia serpyllifolia Lehm."|31995|"Chironia ovata Spreng. ex Griseb."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 234"
9973|"Chironia tetragona L. f."|32001|"Chironia scabrida Griseb."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 221"
9973|"Chironia tetragona L. f."|32002|"Chironia uniflora Lam."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 221"
9973|"Chironia tetragona L. f."|32003|"Chironia tabularis Page"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 221"
9973|"Chironia tetragona L. f."|32004|"Chironia viscosa Zeyh. ex Griseb."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 221"
9993|"Exacum oldenlandioides (S. Moore) Klack."|9994|"Exacum quinquenervium auct."|"FSA"|"="|116074|"sensu Baker & N.E.Br. p.p. Mascarene, non Griseb."
10016|"Orphium frutescens (L.) E. Mey."|31969|"Chironia frutescens L."|"FSA"|"#"|116072|"- fide Fl. S. Africa 26: 236"
10016|"Orphium frutescens (L.) E. Mey."|31970|"Chironia caryophylloides L."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 236"
10016|"Orphium frutescens (L.) E. Mey."|31972|"Chironia decussata Vent."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 236"
10016|"Orphium frutescens (L.) E. Mey."|31974|"Chironia angustifolia Sims"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 236"
10016|"Orphium frutescens (L.) E. Mey."|31976|"Roslinia frutescens (L.) G. Don"|"FSA"|"#"|116072|"- fide Fl. S. Africa 26: 236"
10016|"Orphium frutescens (L.) E. Mey."|31978|"Roslinia angustifolia (Sims) G. Don"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 236"
10016|"Orphium frutescens (L.) E. Mey."|31980|"Chironia latifolia Donn"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 236"
10047|"Neurotheca congolana De Wild. & T. Durand"|10046|"Neurotheca schlechteri Gilg ex Baker"|"FSA"|"="|116074|
10047|"Neurotheca congolana De Wild. & T. Durand"|32037|"Neurotheca baumii Gilg"|"FSA"|"="|116074|"- fide Adansonia ser. 2, 8(1): 66. 1968"
10056|"Sebaea albens (L. f.) Sm."|32017|"Exacum albens L. f."|"FSA"|"#"|116072|"- fide Fl. S. Africa 26: 179"
10056|"Sebaea albens (L. f.) Sm."|32019|"Gentiana albens (L. f.) Thunb."|"FSA"|"#"|116072|"- fide Fl. S. Africa 26: 179"
10058|"Sebaea aurea (L. f.) Sm."|10079|"Sebaea glauca Hill"|"FSA"|"="|116074|
10058|"Sebaea aurea (L. f.) Sm."|10105|"Sebaea paludosa Levyns"|"FSA"|"="|116074|
10058|"Sebaea aurea (L. f.) Sm."|31959|"Sebaea cymosa Jaroscz"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 182"
10058|"Sebaea aurea (L. f.) Sm."|32021|"Exacum aureum L. f."|"FSA"|"#"|116072|"- fide Fl. S. Africa 26: 182"
10058|"Sebaea aurea (L. f.) Sm."|32023|"Gentiana aurea (L. f.) Thunb."|"FSA"|"#"|116072|"- fide Fl. S. Africa 26: 182"
10058|"Sebaea aurea (L. f.) Sm."|32083|"Sebaea gibbosa W.Dod"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 182"
10058|"Sebaea aurea (L. f.) Sm."|32084|"Sebaea minima Jaroscz"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 182"
10058|"Sebaea aurea (L. f.) Sm."|32098|"Sebaea congesta Schrad."|"FSA"|"="|116074|"- fide DC Pod IX, 52"
10059|"Sebaea bojeri Griseb."|10122|"Sebaea saccata Schinz"|"FSA"|"="|116074|
10063|"Sebaea capitata var. sclerosepala (Schinz) Marais"|10128|"Sebaea sclerosepala Gilg ex Schinz"|"FSA"|"#"|116072|
10071|"Sebaea elongata E. Mey."|32074|"Sebaea cuspidata Schinz"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 201"
10072|"Sebaea erosa Schinz"|10114|"Sebaea pygmaea Schinz"|"FSA"|"="|116074|
10073|"Sebaea exacoides (L.) Schinz"|9996|"Belmontia cordata (L. f.) E. Mey."|"FSA"|"="|116074|
10073|"Sebaea exacoides (L.) Schinz"|31796|"Exacum cordatum L. f."|"FSA"|"="|116074|"- fide Fl. Cap. IV(1), 1075 // tropicos"
10073|"Sebaea exacoides (L.) Schinz"|31798|"Gentiana exacoides L."|"FSA"|"#"|116072|"- fide Fl. Cap. IV(1), 1075 // tropicos"
10073|"Sebaea exacoides (L.) Schinz"|31800|"Sebaea cordata (L. f.) Roem. & Schult."|"FSA"|"="|116074|"non R.Br. - fide Fl. Cap. 4(1), 1074 // Fl. S. Africa 26, 190"
10073|"Sebaea exacoides (L.) Schinz"|31802|"Sebaea cordata var. macrantha Cham. & Schltdl."|"FSA"|"="|116074|"- fide Linnaea I, 191 // Fl. Cap. IV(1), 1075"
10073|"Sebaea exacoides (L.) Schinz"|32041|"Parasia cordata (L. f.) Raf."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 190"
10074|"Sebaea exigua (Oliv.) Schinz"|31967|"Chironia exigua Oliv."|"FSA"|"#"|116072|"- fide Fl. S. Africa 26: 192"
10074|"Sebaea exigua (Oliv.) Schinz"|31968|"Sebaea linearifolia Schinz"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 192"
10082|"Sebaea grisebachiana Schinz"|10095|"Sebaea macrostigma Gilg"|"FSA"|"="|116074|
10082|"Sebaea grisebachiana Schinz"|10125|"Sebaea schizostigma Gilg"|"FSA"|"="|116074|
10082|"Sebaea grisebachiana Schinz"|32086|"Sebaea humilis N.E. Br."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 195"
10083|"Sebaea hymenosepala Gilg"|32092|"Sebaea semialata Gilg"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 210"
10090|"Sebaea leiostyla Gilg"|10109|"Sebaea polyantha Gilg"|"FSA"|"="|116074|
10091|"Sebaea longicaulis Schinz"|10054|"Sebaea acuminata Hill"|"FSA"|"="|116074|
10091|"Sebaea longicaulis Schinz"|10080|"Sebaea grandiflora Schinz"|"FSA"|"="|116074|
10091|"Sebaea longicaulis Schinz"|10092|"Sebaea macowanii Gilg ex Schinz"|"FSA"|"="|116074|
10091|"Sebaea longicaulis Schinz"|32062|"Sebaea crassulifolia var. lanceolata Schinz"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 204"
10091|"Sebaea longicaulis Schinz"|32064|"Sebaea woodii Gilg"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 204"
10091|"Sebaea longicaulis Schinz"|32065|"Sebaea macrosepala Gilg"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 204"
10091|"Sebaea longicaulis Schinz"|32068|"Sebaea erecta Hill"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 204"
10094|"Sebaea macrophylla Gilg"|10060|"Sebaea brehmeri Schinz"|"FSA"|"="|116074|
10094|"Sebaea macrophylla Gilg"|10075|"Sebaea fastigiata Hill"|"FSA"|"="|116074|
10094|"Sebaea macrophylla Gilg"|10084|"Sebaea hymenosepala var. grandiflora Hill"|"FSA"|"="|116074|"sensu Schinz, non Gilg"
10094|"Sebaea macrophylla Gilg"|10102|"Sebaea multiflora Schinz"|"FSA"|"="|116074|
10094|"Sebaea macrophylla Gilg"|10124|"Sebaea schinziana Gilg"|"FSA"|"="|116074|
10094|"Sebaea macrophylla Gilg"|32095|"Sebaea wittebergensis Schinz"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 205"
10098|"Sebaea micrantha var. intermedia (Cham. & Schltdl.) Marais"|9997|"Belmontia cordata var. intermedia (Cham. & Schltdl.) Griseb."|"FSA"|"#"|116072|
10098|"Sebaea micrantha var. intermedia (Cham. & Schltdl.) Marais"|10086|"Sebaea intermedia (Cham. & Schltdl.) Schinz"|"FSA"|"#"|116072|
10098|"Sebaea micrantha var. intermedia (Cham. & Schltdl.) Marais"|31806|"Sebaea cordata var. intermedia Cham. & Schltdl."|"FSA"|"#"|116072|"- fide Linnaea I, 191 // Fl. Cap. IV(1), 1075"
10098|"Sebaea micrantha var. intermedia (Cham. & Schltdl.) Marais"|31808|"Belmontia intermedia (Cham. & Schltdl.) Knobl."|"FSA"|"#"|116072|"- fide Fl. Cap. IV(1), 1076 // Bot. Jahrb. 26, 101"
10098|"Sebaea micrantha var. intermedia (Cham. & Schltdl.) Marais"|32089|"Sebaea pseudobelmontia Schinz"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 191"
10099|"Sebaea micrantha (Cham. & Schltdl.) Schinz var. micrantha"|9998|"Belmontia cordata var. micrantha (Cham. & Schltdl.) Griseb."|"FSA"|"#"|116072|
10099|"Sebaea micrantha (Cham. & Schltdl.) Schinz var. micrantha"|31804|"Sebaea cordata var. micrantha Cham. & Schltdl."|"FSA"|"#"|116072|"- fide Linnaea I, 191 // Fl. Cap. IV(1), 1075"
10099|"Sebaea micrantha (Cham. & Schltdl.) Schinz var. micrantha"|31809|"Belmontia micrantha (Cham. & Schltdl.) Gilg"|"FSA"|"#"|116072|"- fide Fl. Cap. IV(1), 1075 // Bot. Jahrb. 26, 102"
10103|"Sebaea natalensis Schinz"|10085|"Sebaea imbricata Hill"|"FSA"|"="|116074|
10103|"Sebaea natalensis Schinz"|10121|"Sebaea rudolfii Schinz"|"FSA"|"="|116074|
10103|"Sebaea natalensis Schinz"|10139|"Sebaea vitellina Schinz"|"FSA"|"="|116074|
10106|"Sebaea pentandra var. burchellii (Gilg) Marais"|10061|"Sebaea burchellii Gilg"|"FSA"|"#"|116072|
10106|"Sebaea pentandra var. burchellii (Gilg) Marais"|10067|"Sebaea conrathii Schinz"|"FSA"|"="|116074|
10107|"Sebaea pentandra E. Mey. var. pentandra"|10110|"Sebaea primulina Hill"|"FSA"|"="|116074|
10107|"Sebaea pentandra E. Mey. var. pentandra"|32070|"Sebaea caladenia Gilg"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 203"
10107|"Sebaea pentandra E. Mey. var. pentandra"|32073|"Sebaea gariepina Gilg"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 203"
10111|"Sebaea procumbens A. W. Hill"|10068|"Sebaea conspicua Hill"|"FSA"|"="|116074|
10111|"Sebaea procumbens A. W. Hill"|10120|"Sebaea rotundifolia Hill"|"FSA"|"="|116074|
10118|"Sebaea rehmannii Schinz"|10093|"Sebaea macrantha Gilg"|"FSA"|"="|116074|
10119|"Sebaea repens Schinz"|32078|"Sebaea evansii N.E. Br."|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 183"
10126|"Sebaea schlechteri Schinz"|10078|"Sebaea gilgii Schinz"|"FSA"|"="|116074|
10126|"Sebaea schlechteri Schinz"|10104|"Sebaea ochroleuca Wolley-Dod"|"FSA"|"="|116074|
10130|"Sebaea sedoides var. confertiflora (Schinz) Marais"|10066|"Sebaea confertiflora Schinz"|"FSA"|"#"|116072|
10131|"Sebaea sedoides var. schoenlandii (Schinz) Marais"|10127|"Sebaea schoenlandii Schinz"|"FSA"|"#"|116072|
10133|"Sebaea spathulata (E. Mey.) Steud."|10000|"Belmontia flanaganii Schinz"|"FSA"|"="|116074|
10133|"Sebaea spathulata (E. Mey.) Steud."|10002|"Belmontia spathulata E. Mey."|"FSA"|"#"|116072|
10133|"Sebaea spathulata (E. Mey.) Steud."|32080|"Sebaea flanaganii (Schinz) Schinz"|"FSA"|"="|116074|"- fide Fl. S. Africa 26: 185"
10134|"Sebaea stricta (E. Mey.) Gilg"|10070|"Sebaea dregei Schinz"|"FSA"|"="|116074|
